Tiempo,periodo,rpm
0.065,0.027749999999999997,2162.1621621621625
0.094,0.026750000000000003,2242.9906542056074
0.123,0.02525,2376.237623762376
0.15,0.02425,2474.226804123711
0.176,0.023250000000000007,2580.645161290322
0.201,0.022249999999999992,2696.629213483147
0.224,0.02175,2758.6206896551726
0.247,0.020750000000000005,2891.5662650602403
0.269,0.01999999999999999,3000.0000000000014
0.29,0.019500000000000003,3076.923076923076
0.311,0.018750000000000003,3199.9999999999995
0.33,0.018500000000000003,3243.243243243243
0.349,0.018000000000000002,3333.333333333333
0.368,0.017750000000000002,3380.2816901408446
0.386,0.01725,3478.260869565217
0.404,0.016999999999999987,3529.411764705885
0.421,0.01675,3582.089552238806
0.439,0.01625,3692.3076923076924
0.455,0.01625,3692.3076923076924
0.472,0.015750000000000014,3809.523809523806
0.488,0.015750000000000014,3809.523809523806
0.504,0.015499999999999986,3870.9677419354875
0.52,0.014999999999999986,4000.0000000000036
0.535,0.014999999999999986,4000.0000000000036
0.551,0.014499999999999985,4137.931034482763
0.566,0.014500000000000013,4137.9310344827545
0.58,0.014500000000000013,4137.9310344827545
0.595,0.014250000000000013,4210.52631578947
0.609,0.014000000000000012,4285.714285714282
0.624,0.013750000000000012,4363.636363636359
0.638,0.013499999999999984,4444.44444444445
0.652,0.013249999999999984,4528.301886792458
0.665,0.012999999999999984,4615.384615384621
0.679,0.012499999999999983,4800.000000000006
0.692,0.012250000000000011,4897.959183673465
0.705,0.01200000000000001,4999.999999999995
0.717,0.01200000000000001,4999.999999999995
0.729,0.01175000000000001,5106.3829787234
0.741,0.01175000000000001,5106.3829787234
0.753,0.01150000000000001,5217.3913043478215
0.765,0.01150000000000001,5217.3913043478215
0.776,0.011499999999999982,5217.391304347834
