,,,seconds,voltage,
,,,0.036000000000,   0.02400,
,,,0.038000000000,   0.02400,
,,,0.040000000000,   0.02400,
,,,0.042000000000,   0.02400,
,,,0.044000000000,   0.02400,
,,,0.046000000000,   0.02400,
,,,0.048000000000,   0.43200,
,,,0.050000000000,   0.41600,
,,,0.052000000000,   0.40000,
,,,0.054000000000,   0.02400,
,,,0.056000000000,   0.02400,
,,,0.058000000000,   0.01600,
,,,0.060000000000,   0.02400,
,,,0.062000000000,   0.03200,
,,,0.064000000000,   0.02400,
,,,0.066000000000,   0.45600,
,,,0.068000000000,   0.42400,
,,,0.070000000000,   0.38400,
,,,0.072000000000,   0.02400,
,,,0.074000000000,   0.02400,
,,,0.076000000000,   0.02400,
,,,0.078000000000,   0.02400,
,,,0.080000000000,   0.02400,
,,,0.082000000000,   0.03200,
,,,0.084000000000,   0.40000,
,,,0.086000000000,   0.36000,
,,,0.088000000000,   0.20800,
,,,0.090000000000,   0.02400,
,,,0.092000000000,   0.02400,
,,,0.094000000000,   0.02400,
,,,0.096000000000,   0.01600,
,,,0.098000000000,   0.01600,
,,,0.100000000000,   0.39200,
,,,0.102000000000,   0.40000,
,,,0.104000000000,   0.35200,
,,,0.106000000000,   0.02400,
,,,0.108000000000,   0.02400,
,,,0.110000000000,   0.02400,
,,,0.112000000000,   0.02400,
,,,0.114000000000,   0.01600,
,,,0.116000000000,   0.03200,
,,,0.118000000000,   0.43200,
,,,0.120000000000,   0.39200,
,,,0.122000000000,   0.38400,
,,,0.124000000000,   0.02400,
,,,0.126000000000,   0.03200,
,,,0.128000000000,   0.02400,
,,,0.130000000000,   0.02400,
,,,0.132000000000,   0.01600,
,,,0.134000000000,   0.02400,
,,,0.136000000000,   0.44000,
,,,0.138000000000,   0.41600,
,,,0.140000000000,   0.37600,
,,,0.142000000000,   0.02400,
,,,0.144000000000,   0.01600,
,,,0.146000000000,   0.02400,
,,,0.148000000000,   0.02400,
,,,0.150000000000,   0.01600,
,,,0.152000000000,   0.31200,
,,,0.154000000000,   0.37600,
,,,0.156000000000,   0.36800,
,,,0.158000000000,   0.02400,
,,,0.160000000000,   0.01600,
,,,0.162000000000,   0.00800,
,,,0.164000000000,   0.02400,
,,,0.166000000000,   0.00800,
,,,0.168000000000,   0.02400,
,,,0.170000000000,   0.41600,
,,,0.172000000000,   0.40800,
,,,0.174000000000,   0.39200,
,,,0.176000000000,   0.02400,
,,,0.178000000000,   0.02400,
,,,0.180000000000,   0.02400,
,,,0.182000000000,   0.02400,
,,,0.184000000000,   0.02400,
,,,0.186000000000,   0.01600,
,,,0.188000000000,   0.41600,
,,,0.190000000000,   0.37600,
,,,0.192000000000,   0.38400,
,,,0.194000000000,   0.02400,
,,,0.196000000000,   0.03200,
,,,0.198000000000,   0.02400,
,,,0.200000000000,   0.02400,
,,,0.202000000000,   0.01600,
,,,0.204000000000,   0.40800,
,,,0.206000000000,   0.37600,
,,,0.208000000000,   0.37600,
,,,0.210000000000,   0.02400,
,,,0.212000000000,   0.02400,
,,,0.214000000000,   0.02400,
,,,0.216000000000,   0.03200,
,,,0.218000000000,   0.01600,
,,,0.220000000000,   0.00800,
,,,0.222000000000,   0.45600,
,,,0.224000000000,   0.40800,
,,,0.226000000000,   0.36800,
,,,0.228000000000,   0.02400,
,,,0.230000000000,   0.01600,
,,,0.232000000000,   0.01600,
,,,0.234000000000,   0.02400,
,,,0.236000000000,   0.01600,
,,,0.238000000000,   0.30400,
,,,0.240000000000,   0.38400,
,,,0.242000000000,   0.36800,
,,,0.244000000000,   0.03200,
,,,0.246000000000,   0.02400,
,,,0.248000000000,   0.00800,
,,,0.250000000000,   0.03200,
,,,0.252000000000,   0.01600,
,,,0.254000000000,   0.02400,
